Compound,Chemical Formula,Compounds - proteins that bind compound,Compounds - enzymes activated or inhibited,Pathways of compound,Reactions that consume compound,Reactions that produce compound,SMILES,MW
THYMIDINE,C10H14N2O5,NA,NA,PWY-7181 // PWY0-1298 // PWY0-181,THYM-PHOSPH-RXN // TRANS-RXN-108H // THYKI-RXN,RXN-14521 // THYMIDYLATE-5-PHOSPHATASE-RXN // TRANS-RXN-108H,CC1(=CN(C(=O)NC(=O)1)C2(CC(O)C(CO)O2)),242.0902716
CPD-605,C12H10N4O2,NA,FMNREDUCT-MONOMER // FMNREDUCT-MONOMER // FMNREDUCT-MONOMER,NA,NA,NA,CC1(C(=CC2(=C(C=1)N=C3(C(=N2)NC(NC3=O)=O)))C),242.0803756
CPD0-1564,C6H12N2O4S2,NA,G6934-MONOMER,NA,TRANS-RXN0-514 // TRANS-RXN-290 // TRANS-RXN0-616 // RXN-14499 // RXN-14497,TRANS-RXN0-514 // TRANS-RXN-290 // TRANS-RXN0-616 // RXN0-6992,C(C(C(=O)[O-])[N+])SSCC(C([O-])=O)[N+],242.0394983
CYSTINE,C6H12N2O4S2,NA,ASP-SEMIALDEHYDE-DEHYDROGENASE-CPLX // DIAMINOPIMDECARB-CPLX,NA,TRANS-RXN0-507 // 1.8.4.4-RXN // TRANS-RXN-285 // TRANS-RXN0-593 // RXN-14498,TRANS-RXN0-507 // TRANS-RXN-285 // TRANS-RXN0-593 // RXN0-6990,C(C(C(=O)[O-])[N+])SSCC(C([O-])=O)[N+],242.0394983
CPD-8999,C6H9O6PS,NA,NA,NA,NA,NA,CSCCC(=O)C(=O)COP([O-])(=O)[O-],242.0013953
N-23-DIHYDROXYBENZOYL-L-SERINE,C10H10NO6,NA,NA,NA,TRANS-RXN0-449,RXN0-6944 // RXN-14479 // RXN-14478 // TRANS-RXN0-449 // RXN0-1661,C1(C=C(O)C(O)=C(C=1)C(=O)NC(CO)C([O-])=O),241.0586371
PALMITALDEHYDE,C16H32O,NA,NA,NA,NA,NA,CCCCCCCCCCCCCCC[CH]=O,240.2453156
CPD0-1367,C16H16O2,NA,CPLX0-8160,NA,NA,NA,CC(C)=CCC1(C(=O)C2(C(C(=O)C(C)=1)=CC=CC=2)),240.1150298
SUCCINYL-OH-CYCLOHEXADIENE-COOH,C11H10O6,NA,NA,NA,NA,NA,C1(C=C(C(=O)CCC(=O)[O-])C(C(=O)[O-])C(O)C=1),240.0633881
CPD-9923,C11H10O6,NA,NA,PWY-5837 // ALL-CHORISMATE-PWY // PWY-5838,O-SUCCINYLBENZOATE-COA-SYN-RXN,RXN-9310,C1(=CC(O)C(C(=O)[O-])C(=C1)C(=O)CCC(=O)[O-]),240.0633881
CPD-610,O9P3,NA,NA,NA,NA,NA,O=P1(OP(=O)(OP(O1)(=O)[O-])[O-])[O-],239.8989912
CPD-16183,C12H9N5O,NA,EG11691-MONOMER // EG11724-MONOMER,NA,NA,NA,C1(C=CC(=CC=1)C(NC2(=C3(C(=NC=N2)N=CN3)))=O),239.0807099
CPD0-2050,C10H14N4O3,NA,NA,NA,NA,NA,CC(O)C(O)C1(N=C2(C(NC1)=NC(N)=CC(=O)2)),238.1065903
FRUCTOSEGLYCINE,C8H15NO7,NA,NA,NA,NA,NA,C([N+]CC(=O)[O-])C(=O)C(O)C(O)C(O)CO,238.0926769
KDO,C8H13O8,NA,CPLX0-7615,PWY-1269 // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,CPM-KDOSYNTH-RXN,RXN-18392 // KDO-8PPHOSPHAT-RXN,C(O)C(O)[CH]1(OC(O)(C([O-])=O)CC(C1O)O),238.0688674
CPD-19753,C8H13O8,NA,NA,NA,RXN-18392,NA,C(C(C(C(C(CO)O)O)O)O)C(=O)C([O-])=O,238.0688674
D-ERYTHRO-IMIDAZOLE-GLYCEROL-P,C6H9N2O6P,NA,NA,HISTSYN-PWY // PRPP-PWY,IMIDPHOSDEHYD-RXN,RXN-17900 // GLUTAMIDOTRANS-RXN,C1(NC=NC=1C(C(O)COP(=O)([O-])[O-])O),238.0354726
6-PYRUVOYL-5678-TETRAHYDROPTERIN,C9H11N5O3,NA,NA,NA,NA,NA,CC(=O)C(=O)[CH]1(CNC2(N=C(N)NC(=O)C(N1)=2)),237.0861892
CPD-374,C9H11N5O3,NA,NA,NA,NA,NA,CC(O)C(=O)C1(CNC2(N=C(N)NC(=O)C(N=1)=2)),237.0861892
PAMIDRONATE,C3H10NO7P2,NA,CPLX0-7564,NA,NA,NA,C(CC(O)(P(=O)([O-])O)P(=O)([O-])O)[N+],236.0088998
CPD0-1366,C12H13NO2S,NA,CPLX0-8160,NA,NA,NA,CC2(OCCSC(C(NC1(C=CC=CC=1))=O)=2),235.0666994
N2-SUCCINYLORNITHINE,C9H15N2O5,NA,NA,AST-PWY,SUCCORNTRANSAM-RXN,SUCCARGDIHYDRO-RXN,C(CCC(C([O-])=O)NC(=O)CCC([O-])=O)[N+],233.1137467
CPD-9000,C9H15N2O5,NA,NA,PWY0-1221 // ARGDEG-PWY // ORNDEG-PWY // ORNARGDEG-PWY,RXN0-3942,RXN0-3922,C(CCC(C([O-])=O)[N+])(NCCCC(=O)[O-])=O,233.1137467
CPD0-1221,C8H10NO5P,NA,PDXH-CPLX // PDXH-CPLX,NA,NA,NA,CC1(=C(COP([O-])([O-])=O)C=NC(C)=C(O)1),233.045309
CPD-822,C9H11NO6,NA,NA,AST-PWY,SUCCGLUALDDEHYD-RXN,SUCCORNTRANSAM-RXN,C(CCC(NC(CCC(=O)[O-])=O)C(=O)[O-])=O,231.0742872
CPD-253,C9H10NO6,NA,NA,NA,RXN-8461,RXN-8460,C(=O)C=C(CC([N+])C(=O)[O-])C=C(C([O-])=O)O,230.0664621
5-P-BETA-D-RIBOSYL-AMINE,C5H11NO7P,NA,GLYCRIBONUCSYN-MONOMER,PWY-6122 // DENOVOPURINE2-PWY // PRPP-PWY // PWY-6121 // PWY-6277,PRPPAMIDOTRANS-RXN // GLYRIBONUCSYN-RXN,RXN0-7170,C(OP([O-])(=O)[O-])C1(C(O)C(O)C([N+])O1),230.0429633
CPD-9138,C7H5N3O6,NA,NA,NA,NA,NA,CC1(C([N+](=O)[O-])=CC([N+](=O)[O-])=CC([N+]([O-])=O)=1),230.04131
CPD-143,C3H5N3O9,NA,NA,NA,NA,NA,C(O[N+](=O)[O-])C(O[N+]([O-])=O)CO[N+](=O)[O-],230.0260539
L-RIBULOSE-5-P,C5H9O8P,NA,NA,PWY-6961 // LYXMET-PWY // PWY0-301 // ARABCAT-PWY,LXULRU5P-RXN // RIBULPEPIM-RXN,RXN0-5116,C(OP(=O)([O-])[O-])C(O)C(O)C(=O)CO,230.0191538
RIBULOSE-5P,C5H9O8P,NA,6PGLUCONDEHYDROG-CPLX,PWY-1269 // LPSSYN-PWY // KDO-NAGLIPASYN-PWY // OXIDATIVEPENT-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY // RIBOSYN2-PWY,RIBULP3EPIM-RXN // DIOHBUTANONEPSYN-RXN,RXN0-7141 // RXN-9952 // RIB5PISOM-RXN // DARAB5PISOM-RXN,C(C(C(C(CO)=O)O)O)OP([O-])([O-])=O,230.0191538
CPD0-2468,C5H9O8P,NA,NA,NA,NA,RXN0-6720,CC(C(C(O)(O)COP([O-])(=O)[O-])O)=O,230.0191538
CPD-16551,C5H9O8P,NA,NA,NA,RXN-15346,RXN-15345,C(OP([O-])(=O)[O-])C1(C(O)C(O)C(O)O1),230.0191538
CPD-15318,C5H9O8P,NA,NA,RIBOKIN-PWY,RXN-14997 // RXN-15345,RIBOKIN-RXN,C(OP([O-])(=O)[O-])C1(C(O)C(O)C(O)O1),230.0191538
CPD-15895,C5H9O8P,NA,NA,NA,NA,RXN-15346 // RXN-14997,[CH](=O)C(O)C(O)C(COP([O-])([O-])=O)O,230.0191538
RIBOSE-1P,C5H9O8P,NA,URPHOS-CPLX // DEOA-CPLX,SALVPURINE2-PWY // PWY-6611 // PWY-6609 // SALVADEHYPOX-PWY // PWY0-163 // PWY-6608 // PWY-6620 // PWY-6579 // PWY0-1296 // PWY0-1295 // PWY0-661 // PRPP-PWY,RXN0-7092 // RXN0-1402 // PPENTOMUT-RXN,PNP-RXN // RXN0-5199 // URPHOS-RXN // INOPHOSPHOR-RXN // ADENPHOSPHOR-RXN // XANTHOSINEPHOSPHORY-RXN,C(O)C1(C(O)C(O)C(OP(=O)([O-])[O-])O1),230.0191538
CPD0-1115,C5H9O8P,NA,NA,NA,NA,NA,C(O)C(O)C(O)C(=O)COP([O-])(=O)[O-],230.0191538
D-RIBULOSE-1-P,C5H9O8P,NA,NA,DARABCATK12-PWY,DARABALDOL-RXN,DARABKIN-RXN,C(OP([O-])(=O)[O-])C(=O)C(O)C(O)CO,230.0191538
ARABINOSE-5P,C5H9O8P,NA,RIB5PISOMA-CPLX // TRANSKETOI-CPLX // TRANSALDOLB-CPLX // CPLX0-201,PWY-1269 // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,RXN-16804 // DARAB5PISOM-RXN,NA,[CH](=O)C(C(C(COP([O-])([O-])=O)O)O)O,230.0191538
CPD-18118,C5H9O8P,NA,NA,PWY-1269 // LPSSYN-PWY // KDO-NAGLIPASYN-PWY,KDO-8PSYNTH-RXN,RXN-16804,C(OP([O-])(=O)[O-])C1(C(O)C(O)C(O)O1),230.0191538
XYLULOSE-5-PHOSPHATE,C5H9O8P,NA,NA,XYLCAT-PWY // PWY-6961 // LYXMET-PWY // PWY0-301 // ARABCAT-PWY // NONOXIPENT-PWY // PENTOSE-P-PWY,2TRANSKETO-RXN,1TRANSKETO-RXN // RIBULPEPIM-RXN // RIBULP3EPIM-RXN // XYLULOKIN-RXN,C(OP([O-])(=O)[O-])C(O)C(O)C(=O)CO,230.0191538
L-XYLULOSE-5-P,C5H9O8P,NA,NA,PWY-6961 // LYXMET-PWY // PWY0-301,NA,LXULRU5P-RXN // RXN0-705 // LYXK-RXN,C(O)C(=O)C(O)C(O)COP(=O)([O-])[O-],230.0191538
CPD-10324,C6H8N7OCl,NA,NHAB-MONOMER,NA,NA,NA,C1(N)(=NC(N)=C(Cl)N=C(C(N=C(N)N)=O)1),229.0478856
CPD-7836,C14H27O2,NA,NA,NA,NA,NA,CCCCCCCCCCCCCC([O-])=O,228.2089301
CPD-83,C14H12O3,NA,ATPSYN-CPLX,NA,NA,NA,C(=CC1(=CC(=CC(=C1)O)O))C2(C=CC(=CC=2)O),228.0786443
CPD0-1319,C9H12N2O5,NA,UDK-MONOMER // UDK-MONOMER,NA,NA,NA,CC1(OC(C(O)C(O)1)N2(C=CC(=O)NC(=O)2)),228.0746215
DEOXYURIDINE,C9H12N2O5,NA,NA,PWY-7181 // PWY0-1298 // PWY0-181,URA-PHOSPH-RXN // TRANS-RXN-108F // DURIDKI-RXN,RXN-14523 // RXN-14143 // CYTIDEAM-RXN // TRANS-RXN-108F,C1(=CN(C(=O)NC(=O)1)C2(CC(O)C(CO)O2)),228.0746215
CPD0-1312,C9H12N2O5,NA,CYTIDEAM-CPLX,NA,NA,NA,C2(=NC(=O)N(C1(OC(CO)C(O)C(O)1))C=C2),228.0746215
L-GLUTAMATE-5-P,C5H8NO7P,NA,NA,PROSYN-PWY,RXN-19022,GLUTSEMIALDEHYDROG-RXN // GLUTKIN-RXN,C(CCC(C(=O)[O-])[N+])(OP([O-])(=O)[O-])=O,228.0273132
CARNOSINE,C9H14N4O3,NA,NA,NA,NA,NA,C(CC(=O)NC(CC1(=CNC=N1))C([O-])=O)[N+],227.1144154
CPD-13401,C9H14N4O3,NA,NA,NA,RXN0-6978,NA,CC([N+])C(=O)NC(CC1(=CNC=N1))C(=O)[O-],227.1144154
PORPHOBILINOGEN,C10H13N2O4,NA,NA,PWY-5188,OHMETHYLBILANESYN-RXN,PORPHOBILSYNTH-RXN,C(C1(=C(C(=CN1)CCC(=O)[O-])CC(=O)[O-]))[N+],227.103182
DEOXYCYTIDINE,C9H13N3O4,NA,NA,PWY-7181 // PWY0-1298 // PWY0-181,CYTIDEAM-RXN // TRANS-RXN-108D,RXN-14522 // RXN0-5292 // TRANS-RXN-108D,C1(=CN(C(=O)N=C(N)1)C2(CC(O)C(CO)O2)),227.0906059
CPD0-2058,C10H11NO5,NA,NA,NA,NA,NA,C1(=C(C(=C(N1)CO)CC(=O)[O-])CCC(=O)[O-]),227.0793725
CPD0-1454,C5H10N2O6P,NA,GLUTSEMIALDEHYDROG-CPLX,NA,NA,NA,C(P(O)([O-])=O)C(=O)NCC([N+])C(=O)[O-],227.0432976
CPD-5742,C11H17N2O3,NA,PUTA-CPLX,NA,NA,NA,CCC1(C([N-]C(NC1=O)=O)=O)CCC(C)C,226.1317425
CPD0-1294,C10H14N2O2S,NA,BETAGALACTOSID-CPLX,NA,NA,NA,CC1(N=N1)CCSC3(C(O)C2(OC2C=C3)),226.0775984
CPD0-1502,C7H13N2O4Cl,NA,CPLX0-7997,NA,NA,NA,C(=O)([O-])C([N+])CCC(Cl)C([N+])C(=O)[O-],226.0720347
CPD0-2498,C10H11NO5,NA,NA,NA,NA,NA,CCOC(COC1(=CC=CC=C1[N+](=O)[O-]))=O,226.0715475
CPD-14463,C10H10NO5,NA,CHORPYRLY-MONOMER,NA,NA,NA,C([N+]CC(=O)[O-])C1(C=C(C([O-])=O)C=CC(O)=1),226.0715475
CHORISMATE,C10H8O6,NA,CHORISMUTPREPHENDEHYDRAT-CPLX,PWY-6163 // ARO-PWY // PWY-5901 // ENTBACSYN-PWY // PWY-5837 // PWY-5838 // TYRSYN // PHESYN // PWY-5755 // UBISYN-PWY // PWY-6543 // PWY-6612 // TRPSYN-PWY // COMPLETE-ARO-PWY // ALL-CHORISMATE-PWY,ISOCHORSYN-RXN // CHORISMATEMUT-RXN // CHORPYRLY-RXN // PABASYN-RXN // ANTHRANSYN-RXN,CHORISMATE-SYNTHASE-RXN,C=C(C(=O)[O-])OC1(C(O)C=CC(C([O-])=O)=C1),226.0477381
PREPHENATE,C10H8O6,NA,CHORISMUTPREPHENDEHYDROG-CPLX // CHORISMUTPREPHENDEHYDRAT-CPLX,PWY0-1554 // PHESYN // TYRSYN // COMPLETE-ARO-PWY // ALL-CHORISMATE-PWY,RXN0-7066 // PREPHENATEDEHYDRAT-RXN // PREPHENATEDEHYDROG-RXN,CHORISMATEMUT-RXN,C(=O)([O-])C(=O)CC1(C(=O)[O-])(C=CC(O)C=C1),226.0477381
ISOCHORISMATE,C10H8O6,NA,NA,PWY-5837 // PWY-5838 // PWY-5901 // ENTBACSYN-PWY // ALL-CHORISMATE-PWY,2.5.1.64-RXN // ISOCHORMAT-RXN,ISOCHORSYN-RXN,C=C(C(=O)[O-])OC1(C=CC=C(C1O)C([O-])=O),226.0477381
CPD-14,O6S4,NA,NA,NA,NA,NA,O=S(=O)([O-])SSS(=O)(=O)[O-],225.8734206
CPD0-1663,C7H14N4O2F2,NA,ARGDECARBOXBIO-CPLX,NA,NA,NA,C(NC(=[N+])N)CCC(C(F)F)(N)C([O-])=O,225.1163071
CPD0-1288,C9H6NO4S,NA,RHAMNULPALDOL-CPLX,NA,NA,NA,C1(=NC2(=C(C=C1)C(S(=O)(=O)[O-])=CC=C(O)2)),225.0095784
CPD0-1642,C8H3N2O4S,NA,NAG1P-URIDYLTRANS-CPLX,NA,NA,NA,C(#N)SC1(C=C(C(=O)[O-])C([N+]([O-])=O)=CC=1),224.9970023
CPD0-1159,C14H23O2,NA,NA,PWY0-1337,TRANS-RXN0-525,TRANS-RXN0-525 // RXN0-5390,CCCCCCCCC=CC=CCC(=O)[O-],224.17763
CPD0-1563,C7H14N2O4S,NA,NA,NA,NA,NA,C(C(C([O-])=O)[N+])SCCC([N+])C(=O)[O-],224.0830777
L-CYSTATHIONINE,C7H14N2O4S,NA,CPLX0-8152,HOMOSER-METSYN-PWY // PWY0-781 // P4-PWY // METSYN-PWY // MET-SAM-PWY,TRANS-RXN0-512 // RXN-15131 // CYSTATHIONINE-BETA-LYASE-RXN,TRANS-RXN0-512 // O-SUCCHOMOSERLYASE-RXN,C(SCC(C([O-])=O)[N+])CC([N+])C([O-])=O,224.0830777
CPD0-1681,C11H10O5,NA,PABASYN-CPLX,NA,NA,NA,C=C(C(=O)[O-])OC1(C=C(C=CCC1)C(=O)[O-]),224.0684735
CPD0-1506,C7H11O8,NA,CPLX0-7615,NA,NA,NA,C(=O)([O-])C(=O)CC(O)C(O)C(O)C(O)O,224.0532174
8-SELENO-OCTANOATE,C8H15O2Se,NA,EG11796-MONOMER,NA,NA,NA,C(CCC[Se])CCCC(=O)[O-],224.0315516
6-SELENO-OCTANOATE,C8H15O2Se,NA,EG11796-MONOMER,NA,NA,NA,CCC([Se])CCCCC(=O)[O-],224.0315516
CPD-6901,C12H17NO3,NA,FABB-CPLX // FABB-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX // 3-OXOACYL-ACP-SYNTHII-CPLX,NA,NA,NA,CC=CCC=CCCC(C1(OC1C(N)=O))=O,223.1208434
BUTHIONINE-SULFOXIMINE,C8H18N2O3S,NA,GLUTCYSLIG-MONOMER,NA,NA,NA,CCCCS(=O)(=N)CCC([N+])C(=O)[O-],223.1116382
CPD0-1716,C9H13N5O2,NA,NA,NA,NA,NA,CC1(C)(C(CO)=NC2(=C(N1)N=C(N)N=C(O)2)),223.1069247
CPD-3615,C8H17NO6,NA,NA,NA,NA,NA,CC(=O)NC(CO)C(O)C(O)C(O)CO,223.1055873
DL-5-FLUOROTRYPTOPHAN,C11H11N2O2F,NA,NA,NA,NA,NA,C1(C(=CC2(=C(C=1)NC=C2CC(C(=O)[O-])[N+]))F),223.0882808
CPD0-922,C11H11N2O2F,NA,NA,NA,NA,NA,C2(NC1(C=CC=C(F)C=1C(CC([N+])C([O-])=O)=2)),223.0882808
THZ-P,C6H8NO4PS,NA,NA,PWY-6897,THI-P-SYN-RXN,THIAZOLSYN3-RXN,CC1(N=CSC(CCOP([O-])(=O)[O-])=1),223.006815
CPD0-1304,C9H20NO5,NA,BETAGALACTOSID-CPLX,NA,NA,NA,C[N+](C)(C)C1(C(O)C(O)C(O)C(CO)O1),222.1341478
CPD0-2546,C10H21O3S,NA,NA,NA,NA,NA,CCCCCCCCCCS(=O)(=O)[O-],222.1289653
CPD0-1293,C9H18O6,NA,BETAGALACTOSID-CPLX,NA,NA,NA,CC(C)OC1(OC(CO)C(O)C(O)C(O)1),222.1103383
CPD0-1647,C8H15NO6,NA,NA,NA,NA,NA,C([N+])C(O)[CH]1(OC(C([O-])=O)CC(O)C(O)1),222.0977623
CPD0-1246,C8H15NO4P,NA,GLUTAMINESYN-OLIGOMER,NA,NA,NA,CP([O-])(=O)C1(CC(C(=O)[O-])([N+])CCC1),222.0895195
CPD-522,C8H14O7,NA,NA,NA,NA,NA,CC(OCC1(OC(C(C(C1O)O)O)O))=O,222.0739528
CPD0-2019,C8H14O7,NA,CPM-KDOSYNTH-MONOMER,NA,NA,NA,C(O)C(O)C1(OC(C(=O)O)CC(O)C(O)1),222.0739528
L-HISTIDINOL-P,C6H11N3O4P,NA,NA,HISTSYN-PWY // PRPP-PWY,HISTAMINOTRANS-RXN // HISTIDPHOS-RXN,NA,C1(NC=NC=1CC(COP([O-])(=O)[O-])[N+]),222.0643674
O-SUCCINYLBENZOATE,C11H8O5,NA,NA,PWY-5837 // ALL-CHORISMATE-PWY // PWY-5838,O-SUCCINYLBENZOATE-COA-LIG-RXN,O-SUCCINYLBENZOATE-COA-SYN-RXN,C1(C=CC(C(=O)[O-])=C(C=1)C(=O)CCC(=O)[O-]),222.0528234
N-QUINOLIN-8-YLMETHANESULFONAMI,C10H9N2O2S,NA,EG10570-MONOMER,NA,NA,NA,CS(=O)(=O)[N-]C2(C1(N=CC=CC=1C=CC=2)),222.0462983
CPD0-1626,C4H6N4O3S2,NA,CARBODEHYDRAT-CPLX,NA,NA,NA,CC(=O)NC1(=NN=C(S(=O)(=O)N)S1),221.9881315
CPD-13390,C8H16N2O3S,NA,NA,NA,RXN0-6985,NA,CC(C(=O)[O-])NC(=O)C(CCSC)[N+],221.0959881
CPD0-1946,C8H16N2O3S,NA,NA,NA,NA,NA,CC([N+])C(=O)NC(CCSC)C(=O)[O-],221.0959881
N-ACETYL-D-MANNOSAMINE,C8H15NO6,NA,NA,NA,NA,RXN-15313,CC(=O)NC1(C(O)OC(CO)C(O)C(O)1),221.0899372
N-ACETYL-D-GLUCOSAMINE,C8H15NO6,NA,G6567-MONOMER,PWY0-1261,NA,RXN0-5226,CC(=O)NC1(C(O)OC(CO)C(O)C(O)1),221.0899372
CPD-3604,C8H15NO6,NA,NA,NA,NA,NA,CC(NC1(C(C(C(OC1O)CO)O)O))=O,221.0899372
CPD0-1480,C11H14N3O2,NA,TRPS-CPLX,NA,NA,NA,C1(C=CC2(=C(C=1)C(=CN2)CC(C(NO)=O)[N+])),220.1086017
O-SUCCINYL-L-HOMOSERINE,C8H12NO6,NA,NA,HOMOSER-METSYN-PWY // PWY0-781 // P4-PWY // METSYN-PWY // MET-SAM-PWY,RXN-15147 // METBALT-RXN // O-SUCCHOMOSERLYASE-RXN,HOMSUCTRAN-RXN,C(CC(=O)OCCC(C([O-])=O)[N+])C([O-])=O,220.0821122
IMIDAZOLE-ACETOL-P,C6H7N2O5P,NA,NA,HISTSYN-PWY // PRPP-PWY,NA,HISTAMINOTRANS-RXN // IMIDPHOSDEHYD-RXN,C1(NC=NC=1CC(COP([O-])(=O)[O-])=O),220.0249079
CPD-194,C6H4NO6P,NA,NA,NA,4-NITROPHENYLPHOSPHATASE-RXN,NA,C1(=CC(OP([O-])(=O)[O-])=CC=C([N+]([O-])=O)1),220.0010985
GAMMA-GLUTAMYL-PUTRESCINE,C9H20N3O3,NA,NA,PWY0-1221 // ARGDEG-PWY // ORNDEG-PWY // ORNARGDEG-PWY,RXN0-3921,RXN0-3901,C([N+])CCCNC(=O)CCC([N+])C(=O)[O-],219.1582916
CPD0-1057,C9H18N2O2S,NA,NA,NA,NA,NA,C1(SC(CCCCC(=O)[O-])C([N+])C(N)1),219.1167236
N-METHYLTRYPTOPHAN,C12H14N2O2,NA,NA,NA,RXN0-301,NA,C[N+]C(CC2(C1(C=CC=CC=1NC=2)))C(=O)[O-],219.1133527
CPD0-1544,C12H14N2O2,NA,ANTHRANSYN-CPLX,NA,NA,NA,CC1(=CC=CC2(=C1NC=C(CC([N+])C(=O)[O-])2)),219.1133527
PANTOTHENATE,C9H16NO5,NA,3-METHYL-2-OXOBUT-OHCH3XFER-CPLX,PANTO-PWY // PANTOSYN-PWY,TRANS-RXN-117 // PANTOTHENATE-KIN-RXN,TRANS-RXN-117 // PANTOATE-BETA-ALANINE-LIG-RXN,CC(C)(CO)C(O)C(=O)NCCC(=O)[O-],219.1106727
CPD0-1445,C8H13N2O5,NA,NA,PWY0-1546,RXN0-6981,RXN0-5228,CC([N+])C(=O)NC(C([O-])=O)CCC(=O)[O-],219.0980966
CPD0-2190,C8H13N2O5,NA,NA,PWY0-1546,RXN0-5228,RXN0-961,CC([N+])C(=O)NC(CCC(=O)[O-])C(=O)[O-],219.0980966
CPD0-1512,C8H13NO6,NA,G6567-MONOMER,NA,NA,NA,CC(=O)NC1(C(=O)OC(CO)C(O)C(O)1),219.0742872
AMINO-HYDROXYMETHYL-METHYL-PYR-P,C6H8N3O4P,NA,NA,PWY-6910 // PWY-6897 // PWY-6890 // THISYN-PWY,PYRIMSYN3-RXN,PYRIMSYN1-RXN // RXN0-3543 // OHMETPYRKIN-RXN,CC1(N=CC(COP(=O)([O-])[O-])=C(N=1)N),219.0408923
CPD-13403,C8H15N3O4,NA,NA,NA,RXN0-6976,NA,CC([N+])C(=O)NC(C([O-])=O)CCC(=O)N,218.114081
CPD0-1945,C8H15N3O4,NA,NA,NA,NA,NA,CC([N+])C(=O)NC(C(N)=O)CCC(=O)[O-],218.114081
CPD0-1720,C10H18O3S,NA,NA,NA,NA,NA,CCC(C)(C)C(=O)SCCC(=O)OC,218.0976651
GAMMA-GLUTAMYL-GAMMA-AMINOBUTYRALDEH,C9H16N2O4,NA,NA,PWY0-1221 // ARGDEG-PWY // ORNDEG-PWY // ORNARGDEG-PWY,RXN0-3922,RXN0-3921,[CH](=O)CCCNC(=O)CCC([N+])C(=O)[O-],217.118832
CPD0-1236,C8H12N2O5,NA,L-GLN-FRUCT-6-P-AMINOTRANS-CPLX,NA,NA,NA,C(=O)(NCC(C(=O)[O-])[N+])C=CC(=O)OC,217.0824465
CPD0-2067,C9H15NO3S,NA,EG10212-MONOMER,NA,NA,NA,CC(CS)C(N1(CCCC(C(=O)O)1))=O,217.077264
6-AMINOPENICILLANATE,C8H12N2O3S,NA,EG10201-MONOMER,NA,NA,NA,CC1(C)(S[CH]2(C([N+])C(=O)N(C(C([O-])=O)1)2)),217.064688
CPD0-2017,C8H16N4O3,NA,NA,NA,NA,NA,CC(=O)NC(CCCNC(N)=N)C(=O)O,216.1222404
L-1-GLYCEROPHOSPHORYLETHANOL-AMINE,C5H14NO6P,NA,NA,NA,RXN-14160,RXN0-7122,C(OP([O-])(OCC(CO)O)=O)C[N+],216.0636987
2-C-METHYL-D-ERYTHRITOL-4-PHOSPHATE,C5H11O7P,NA,NA,NONMEVIPP-PWY,2.7.7.60-RXN // DXPREDISOM-RXN,NA,CC(O)(CO)C(O)COP([O-])([O-])=O,216.0398893
SELENALYSINE,C5H16N2O2Se,NA,NA,NA,NA,NA,C(C[N+])[Se]CC([N+])C(O)O,216.0376996
246-TRINITROBENZENE,C6H3N3O6,NA,NA,NA,NA,NA,C1(C(=CC(=CC=1[N+]([O-])=O)[N+]([O-])=O)[N+](=O)[O-]),216.0256599
ERYTHRONATE-4P,C4H6O8P,NA,NA,PYRIDOXSYN-PWY // PWY0-845,ERYTHRON4PDEHYDROG-RXN,ERYTH4PDEHYDROG-RXN,C(OP(=O)([O-])[O-])C(C(C([O-])=O)O)O,216.0035038
DETHIOBIOTIN,C10H17N2O3,NA,ACETYL-COA-CARBOXYLTRANSFER-CPLX,PWY0-1507 // BIOTIN-BIOSYNTHESIS-PWY,RXN-17472 // 2.8.1.6-RXN,DETHIOBIOTIN-SYN-RXN,CC1(NC(=O)NC1CCCCCC(=O)[O-]),214.1317425
CPD-9939,C13H14N2O,NA,NHAB-MONOMER,NA,NA,NA,CC1(=NCCC2(=C1NC3(C=C(OC)C=CC2=3))),214.1106131
CPD0-2476,C14H14O2,NA,NA,NA,NA,NA,C1(=CC=C(C=C1)CCC2(C(O)=C(O)C=CC=2)),214.0993797
CPD0-2545,C10H13O3S,NA,NA,NA,NA,NA,C(S(=O)([O-])=O)CCCC1(=CC=CC=C1),214.066365
CPD-157,C9H8O6,NA,NA,HCAMHPDEG-PWY // PWY0-1277,MHPCHYDROL-RXN,1.13.11.16-RXN,C([O-])(=O)CCC(=O)C=CC=C(C([O-])=O)O,214.0477381
DEOXY-D-RIBOSE-1-PHOSPHATE,C5H9O7P,NA,NA,PWY-7179 // PWY-7181 // PWY0-181 // PWY-7180 // PWY0-1298 // PWY0-1297,D-PPENTOMUT-RXN,URA-PHOSPH-RXN // THYM-PHOSPH-RXN // DEOXYGUANPHOSPHOR-RXN // DEOXYADENPHOSPHOR-RXN // DEOXYINOPHOSPHOR-RXN,C1(C(O)C(CO)OC1OP(=O)([O-])[O-]),214.0242392
DEOXYXYLULOSE-5P,C5H9O7P,NA,NA,NONMEVIPP-PWY // PYRIDOXSYN-PWY // PWY0-845 // PWY-6892 // THISYN-PWY,PDXJ-RXN // RXN0-7196 // RXN0-7141 // THIAZOLSYN2-RXN,DXPREDISOM-RXN // RXN0-382 // DXS-RXN,CC(=O)C(O)C(O)COP([O-])(=O)[O-],214.0242392
